d3fend_id,d3fend_name,d3fend_tactic,description,digital_artifacts,counters_attack_ids,url,matrix
D3-LFAM,Local File Access Mediation,,Replaces d3-LFP,,,https://d3fend.mitre.org/technique/d3f:LocalFileAccessMediation/,d3fend
D3-LFP,Local File Permissions,,"Local file permissions is the systematic process of defining, implementing, and managing access control policies that dictate user permissions for accessing files on a local system through the configuration of operating system functionality.",,,https://d3fend.mitre.org/technique/d3f:LocalFilePermissions/,d3fend
D3-LLM,Logical Link Mapping,,Logical link mapping creates a model of existing or previous node-to-node connections using network-layer data or metadata.,,,https://d3fend.mitre.org/technique/d3f:LogicalLinkMapping/,d3fend
D3-MA,Message Analysis,,Analyzing email or instant message content to detect unauthorized activity.,Detect,,https://d3fend.mitre.org/technique/d3f:MessageAnalysis/,d3fend
D3-MAN,Message Authentication,,Authenticating the sender of a message and ensuring message integrity.,,,https://d3fend.mitre.org/technique/d3f:MessageAuthentication/,d3fend
D3-MBSV,Memory Block Start Validation,,Ensuring that a pointer accurately references the beginning of a designated memory block.,,,https://d3fend.mitre.org/technique/d3f:MemoryBlockStartValidation/,d3fend
D3-MBT,Memory Boundary Tracking,,Analyzing a call stack for return addresses which point to unexpected  memory locations.,ProcessCodeSegment,,https://d3fend.mitre.org/technique/d3f:MemoryBoundaryTracking/,d3fend
D3-MENCR,Message Encryption,,Encrypting a message body using a cryptographic key.,,,https://d3fend.mitre.org/technique/d3f:MessageEncryption/,d3fend
D3-MFA,Multi-factor Authentication,,Requiring proof of two or more pieces of evidence in order to authenticate a user.,,,https://d3fend.mitre.org/technique/d3f:Multi-factorAuthentication/,d3fend
D3-MH,Message Hardening,,"The application of security controls to user-to-user and system-to-system communications so messages remain confidential, unaltered, and verifiable while resisting injection, replay, and tampering.",Harden,,https://d3fend.mitre.org/technique/d3f:MessageHardening/,d3fend
D3-MSM,Motion Sensor Monitoring,,"Monitoring events from motion detectors (e.g., passive IR, microwave, dual-technology) to detect presence or movement within protected areas.",,,https://d3fend.mitre.org/technique/d3f:MotionSensorMonitoring/,d3fend
D3-NAM,Network Access Mediation,,"Network access mediation is the control method for authorizing access to a system by a user (or a process acting on behalf of a user) communicating through a network, including a local area network, a wide area network, and the Internet.",,,https://d3fend.mitre.org/technique/d3f:NetworkAccessMediation/,d3fend
D3-NI,Network Isolation,,Network Isolation techniques prevent network hosts from accessing non-essential system network resources.,Isolate,,https://d3fend.mitre.org/technique/d3f:NetworkIsolation/,d3fend
D3-NM,Network Mapping,,"Network mapping encompasses the techniques to identify and model the physical layer, network layer, and data exchange layers of the organization's network and their physical location, and determine allowed pathways through that network.",Model,,https://d3fend.mitre.org/technique/d3f:NetworkMapping/,d3fend
D3-NNI,Network Node Inventory,,"Network node inventorying identifies and records all the network nodes (hosts, routers, switches, firewalls, etc.) in the organization's architecture.",,,https://d3fend.mitre.org/technique/d3f:NetworkNodeInventory/,d3fend
D3-NPC,Null Pointer Checking,,Checking if a pointer is NULL.,,,https://d3fend.mitre.org/technique/d3f:NullPointerChecking/,d3fend
D3-NRAM,Network Resource Access Mediation,,Control of access to organizational systems and services by users or processes over a network.,,,https://d3fend.mitre.org/technique/d3f:NetworkResourceAccessMediation/,d3fend
D3-NTA,Network Traffic Analysis,,Analyzing intercepted or summarized computer network traffic to detect unauthorized activity.,Detect,,https://d3fend.mitre.org/technique/d3f:NetworkTrafficAnalysis/,d3fend
D3-NTCD,Network Traffic Community Deviation,,Establishing baseline communities of network hosts and identifying statistically divergent inter-community communication.,NetworkTraffic,,https://d3fend.mitre.org/technique/d3f:NetworkTrafficCommunityDeviation/,d3fend
D3-NTF,Network Traffic Filtering,,Restricting network traffic originating from any location.,,,https://d3fend.mitre.org/technique/d3f:NetworkTrafficFiltering/,d3fend
D3-NTPM,Network Traffic Policy Mapping,,"Network traffic policy mapping identifies and models the allowed pathways of data at the network, transport, and/or application levels.",,,https://d3fend.mitre.org/technique/d3f:NetworkTrafficPolicyMapping/,d3fend
D3-NTSA,Network Traffic Signature Analysis,,Analyzing network traffic and compares it to known signatures,NetworkTraffic,,https://d3fend.mitre.org/technique/d3f:NetworkTrafficSignatureAnalysis/,d3fend
D3-NVA,Network Vulnerability Assessment,,"Network vulnerability assessment relates all the vulnerabilities of a network's components in the context of their configuration and interdependencies and can also include assessing risk emerging from the network's design as a whole, not just the sum of individual network node or network segment vulnerabilities.",,,https://d3fend.mitre.org/technique/d3f:NetworkVulnerabilityAssessment/,d3fend
D3-OAM,Operational Activity Mapping,,"Operational activity mapping identifies activities of the organization and the organization's suborganizations, groups, roles, and individuals that carry out the activities and then establishes the dependencies of the activities on the systems and people that perform those activities.",Model,,https://d3fend.mitre.org/technique/d3f:OperationalActivityMapping/,d3fend
D3-ODM,Operational Dependency Mapping,,"Operational dependency mapping identifies and models the dependencies of the organization's activities on each other and on the organization's performers (people, systems, and services.)  This may include modeling the higher- and lower-level activities of an organization forming a hierarchy, or layering, of the dependencies in an organization's activities.",,,https://d3fend.mitre.org/technique/d3f:OperationalDependencyMapping/,d3fend
D3-OE,Object Eviction,,Terminate or remove an object from a host machine. This is the broadest class for object eviction.,Evict,,https://d3fend.mitre.org/technique/d3f:ObjectEviction/,d3fend
D3-OLV,Operational Logic Validation,,Validation of variable state in the context of the control logic of the operational application.,,,https://d3fend.mitre.org/technique/d3f:OperationalLogicValidation/,d3fend
D3-OM,Organization Mapping,,"Organization mapping identifies and models the people, roles, and groups with an organization and the relations between them.",,,https://d3fend.mitre.org/technique/d3f:OrganizationMapping/,d3fend
D3-OMM,Operating Mode Monitoring,,"Detects operating modes such as Program, Run, Remote, or Stop.",,,https://d3fend.mitre.org/technique/d3f:OperatingModeMonitoring/,d3fend
D3-OPM,Operational Process Monitoring,,Monitoring physical parameters and operator actions related to an operational environment.,,,https://d3fend.mitre.org/technique/d3f:OperationalProcessMonitoring/,d3fend
D3-OPR,Operating Mode Restriction,,Restricting unauthorized changes to the operating mode prevents devices from switching into inappropriate or vulnerable states during normal use.,,,https://d3fend.mitre.org/technique/d3f:OperatingModeRestriction/,d3fend
D3-ORA,Operational Risk Assessment,,"Operational risk assessment identifies and models the vulnerabilities of, and risks to, an organization's activities individually and as a whole.",,,https://d3fend.mitre.org/technique/d3f:OperationalRiskAssessment/,d3fend
D3-OSM,Operating System Monitoring,,"The operating system software, for D3FEND's purposes, includes the kernel and its process management functions, hardware drivers, initialization or boot logic. It also includes and other key system daemons and their configuration. The monitoring or analysis of these components for unauthorized activity constitute **Operating System Monitoring**.",Detect,,https://d3fend.mitre.org/technique/d3f:OperatingSystemMonitoring/,d3fend
D3-OTF,Outbound Traffic Filtering,,Restricting network traffic originating from a private host or enclave destined towards untrusted networks.,,,https://d3fend.mitre.org/technique/d3f:OutboundTrafficFiltering/,d3fend
D3-OTP,One-time Password,,A one-time password is valid for only one user authentication.,,,https://d3fend.mitre.org/technique/d3f:One-timePassword/,d3fend
D3-OVAR,OT Variable Access Restriction,,Assign read/write access controls on designated registers or data tags to prevent unauthorized writes.,Isolate,,https://d3fend.mitre.org/technique/d3f:OTVariableAccessRestriction/,d3fend
D3-PA,Process Analysis,,"Process Analysis consists of observing a running application process and analyzing it to watch for certain behaviors or conditions which may indicate adversary activity. Analysis can occur inside of the process or through a third-party monitoring application. Examples include monitoring system and privileged calls, monitoring process initiation chains, and memory boundary allocations.",Detect,,https://d3fend.mitre.org/technique/d3f:ProcessAnalysis/,d3fend
D3-PAM,Physical Access Mediation,,"Physical access mediation is the process of granting or denying specific requests to enter specific physical facilities (e.g., Federal buildings, military establishments, border crossing entrances.)",,,https://d3fend.mitre.org/technique/d3f:PhysicalAccessMediation/,d3fend
D3-PAN,Pointer Authentication,,Comparing the cryptographic hash or derivative of a pointer's value to an expected value.,,,https://d3fend.mitre.org/technique/d3f:PointerAuthentication/,d3fend
D3-PBWSAM,Proxy-based Web Server Access Mediation,,Proxy-based web server access mediation focuses on the regulation of web server access through intermediary proxy servers.,,,https://d3fend.mitre.org/technique/d3f:Proxy-basedWebServerAccessMediation/,d3fend
D3-PCA,Passive Certificate Analysis,,Collecting host certificates from network traffic or other passive sources like a certificate transparency log and analyzing them for unauthorized activity.,,,https://d3fend.mitre.org/technique/d3f:PassiveCertificateAnalysis/,d3fend
D3-PCSV,Process Code Segment Verification,,"Comparing the ""text"" or ""code"" memory segments to a source of truth.",,,https://d3fend.mitre.org/technique/d3f:ProcessCodeSegmentVerification/,d3fend
D3-PE,Process Eviction,,Process eviction techniques terminate or remove running process.,Evict,,https://d3fend.mitre.org/technique/d3f:ProcessEviction/,d3fend
D3-PEH,Physical Enclosure Hardening,,Physical changes to a computer enclosure which reduce the ability for agents or the environment to affect the contained computer system.,,,https://d3fend.mitre.org/technique/d3f:PhysicalEnclosureHardening/,d3fend
D3-PFV,Peripheral Firmware Verification,,Cryptographically verifying peripheral firmware integrity.,,,https://d3fend.mitre.org/technique/d3f:PeripheralFirmwareVerification/,d3fend
D3-PH,Platform Hardening,,Hardening components of a Platform with the intention of making them more difficult to exploit.  Platforms includes components such as: * BIOS UEFI Subsystems * Hardware security devices such as Trusted Platform Modules * Boot process logic or code * Kernel software components,Harden,,https://d3fend.mitre.org/technique/d3f:PlatformHardening/,d3fend
D3-PHAM,Physical Access Monitoring,,"Monitoring the physical access of a specified environment through detection, recording, reviewing, and logging of who/what enters and exists areas.",Detect,,https://d3fend.mitre.org/technique/d3f:PhysicalAccessMonitoring/,d3fend
D3-PHDURA,Per Host Download-Upload Ratio Analysis,,Detecting anomalies that indicate malicious activity by comparing the amount of data downloaded versus data uploaded by a host.,NetworkTraffic,,https://d3fend.mitre.org/technique/d3f:PerHostDownload-UploadRatioAnalysis/,d3fend
D3-PLA,Process Lineage Analysis,,"Identification of suspicious processes executing on an end-point device by examining the ancestry and siblings of a process, and the associated metadata of each node on the tree, such as process execution, duration, and order relative to siblings and ancestors.",Process|ProcessTree,,https://d3fend.mitre.org/technique/d3f:ProcessLineageAnalysis/,d3fend
D3-PLLM,Passive Logical Link Mapping,,"Passive logical link mapping only listens to network traffic as a means to map the the whole data link layer, where the links represent logical data flows rather than physical connections.",,,https://d3fend.mitre.org/technique/d3f:PassiveLogicalLinkMapping/,d3fend
D3-PLM,Physical Link Mapping,,Physical link mapping identifies and models the link connectivity of the network devices within a physical network.,,,https://d3fend.mitre.org/technique/d3f:PhysicalLinkMapping/,d3fend
D3-PM,Platform Monitoring,,"Monitoring platform components such as operating systems software, hardware devices, or firmware.",Detect,,https://d3fend.mitre.org/technique/d3f:PlatformMonitoring/,d3fend
D3-PMAD,Protocol Metadata Anomaly Detection,,Collecting network communication protocol metadata and identifying statistical outliers.,NetworkTraffic,,https://d3fend.mitre.org/technique/d3f:ProtocolMetadataAnomalyDetection/,d3fend
D3-PR,Password Rotation,,Password rotation is a security policy that mandates the periodic change of user account passwords to mitigate the risk of unauthorized access due to compromised credentials.,,,https://d3fend.mitre.org/technique/d3f:PasswordRotation/,d3fend
D3-PS,Process Suspension,,Suspending a running process on a computer system.,,,https://d3fend.mitre.org/technique/d3f:ProcessSuspension/,d3fend
D3-PSA,Process Spawn Analysis,,Analyzing spawn arguments or attributes of a process to detect processes that are unauthorized.,CreateProcess|Process,,https://d3fend.mitre.org/technique/d3f:ProcessSpawnAnalysis/,d3fend
D3-PSEP,Process Segment Execution Prevention,,Preventing execution of any address in a memory region other than the code segment.,,,https://d3fend.mitre.org/technique/d3f:ProcessSegmentExecutionPrevention/,d3fend
D3-PSM,Proximity Sensor Monitoring,,"Monitoring events from proximity sensors that indicate a credential or tagged asset is within the sensor’s read range or a defined zone. Common enabling technologies include RFID, Bluetooth Low Energy (BLE), and Ultra-Wideband (UWB).",,,https://d3fend.mitre.org/technique/d3f:ProximitySensorMonitoring/,d3fend
D3-PSMD,Process Self-Modification Detection,,"Detects processes that modify, change, or replace their own code at runtime.",Process,,https://d3fend.mitre.org/technique/d3f:ProcessSelf-ModificationDetection/,d3fend
D3-PT,Process Termination,,Terminating a running application process on a computer system.,,,https://d3fend.mitre.org/technique/d3f:ProcessTermination/,d3fend
D3-PUM,Platform Uptime Monitoring,,Monitor the amount of time since the last power cycle or restart.,,,https://d3fend.mitre.org/technique/d3f:PlatformUptimeMonitoring/,d3fend
D3-PV,Pointer Validation,,Ensuring that a pointer variable has the required properties for use.,,,https://d3fend.mitre.org/technique/d3f:PointerValidation/,d3fend
D3-PWA,Password Authentication,,"Password authentication is a security mechanism used to verify the identity of a user or entity attempting to access a system or resource by requiring the input of a secret string of characters, known as a password, that is associated with the user or entity.",,,https://d3fend.mitre.org/technique/d3f:PasswordAuthentication/,d3fend
D3-RA,Restore Access,,Restoring an entity's access to resources.,Restore,,https://d3fend.mitre.org/technique/d3f:RestoreAccess/,d3fend
D3-RAM,Routing Access Mediation,,"Routing access mediation is a network security approach that manages and controls access at the network layer using VPNs, tunneling protocols, firewall rules, and traffic inspection to ensure secure and efficient data routing.",,,https://d3fend.mitre.org/technique/d3f:RoutingAccessMediation/,d3fend
D3-RAPA,Resource Access Pattern Analysis,,Analyzing the resources accessed by a user to identify unauthorized activity.,Authentication|Authorization,,https://d3fend.mitre.org/technique/d3f:ResourceAccessPatternAnalysis/,d3fend
D3-RC,Restore Configuration,,Restoring an software configuration.,,,https://d3fend.mitre.org/technique/d3f:RestoreConfiguration/,d3fend
D3-RD,Restore Database,,Restoring the data in a database.,,,https://d3fend.mitre.org/technique/d3f:RestoreDatabase/,d3fend
D3-RDI,Restore Disk Image,,Restoring a previously captured disk image a hard drive.,,,https://d3fend.mitre.org/technique/d3f:RestoreDiskImage/,d3fend
D3-RE,Restore Email,,Restoring an email for an entity to access.,,,https://d3fend.mitre.org/technique/d3f:RestoreEmail/,d3fend
D3-RF,Restore File,,Restoring a file for an entity to access.,,,https://d3fend.mitre.org/technique/d3f:RestoreFile/,d3fend
D3-RFAM,Remote File Access Mediation,,Remote file access mediation is the process of managing and securing access to file systems over a network to ensure that only authorized users or processes can interact with remote files.,,,https://d3fend.mitre.org/technique/d3f:RemoteFileAccessMediation/,d3fend
D3-RFS,RF Shielding,,Adding physical barriers to a platform to prevent undesired radio interference.,,,https://d3fend.mitre.org/technique/d3f:RFShielding/,d3fend
D3-RFUM,Remote Firmware Update Monitoring,,Monitoring of remote firmware update commands to identify unauthorized software installations.,,,https://d3fend.mitre.org/technique/d3f:RemoteFirmwareUpdateMonitoring/,d3fend
D3-RH,Radiation Hardening,,Radiation hardening is the process of making electronic components and circuits resistant to damage or malfunction caused by high levels of ionizing radiation.,,,https://d3fend.mitre.org/technique/d3f:RadiationHardening/,d3fend
D3-RIC,Reissue Credential,,Issue a new credential to a user which supercedes their old credential.,,,https://d3fend.mitre.org/technique/d3f:ReissueCredential/,d3fend
D3-RKD,Registry Key Deletion,,Delete a registry key.,,,https://d3fend.mitre.org/technique/d3f:RegistryKeyDeletion/,d3fend
D3-RN,Reference Nullification,,"Invalidating all pointers that reference a specific memory block, ensuring that the block cannot be accessed or modified after deallocation.",,,https://d3fend.mitre.org/technique/d3f:ReferenceNullification/,d3fend
D3-RNA,Restore Network Access,,Restoring a entity's access to a computer network.,,,https://d3fend.mitre.org/technique/d3f:RestoreNetworkAccess/,d3fend
D3-RO,Restore Object,,Restoring an object for an entity to access. This is the broadest class for object restoral.,Restore,,https://d3fend.mitre.org/technique/d3f:RestoreObject/,d3fend
D3-RPA,Relay Pattern Analysis,,The detection of an internal host relaying traffic between the internal network and the external network.,OutboundInternetNetworkTraffic,,https://d3fend.mitre.org/technique/d3f:RelayPatternAnalysis/,d3fend
D3-RRID,Reverse Resolution IP Denylisting,,Blocking a reverse lookup based on the query's IP address value.,,,https://d3fend.mitre.org/technique/d3f:ReverseResolutionIPDenylisting/,d3fend
D3-RS,Restore Software,,Restoring software to a host.,,,https://d3fend.mitre.org/technique/d3f:RestoreSoftware/,d3fend
D3-RTA,RPC Traffic Analysis,,Monitoring the activity of remote procedure calls in communication traffic to establish standard protocol operations and potential attacker activities.,RPCNetworkTraffic,,https://d3fend.mitre.org/technique/d3f:RPCTrafficAnalysis/,d3fend
D3-RTSD,Remote Terminal Session Detection,,Detection of an unauthorized remote live terminal console session by examining network traffic to a network host.,NetworkTraffic,,https://d3fend.mitre.org/technique/d3f:RemoteTerminalSessionDetection/,d3fend
D3-RUAA,Restore User Account Access,,Restoring a user account's access to resources.,,,https://d3fend.mitre.org/technique/d3f:RestoreUserAccountAccess/,d3fend
D3-SAOR,Segment Address Offset Randomization,,Randomizing the base (start) address of one or more segments of memory during the initialization of a process.,,,https://d3fend.mitre.org/technique/d3f:SegmentAddressOffsetRandomization/,d3fend
D3-SBV,Service Binary Verification,,Analyzing changes in service binary files by comparing to a source of truth.,,,https://d3fend.mitre.org/technique/d3f:ServiceBinaryVerification/,d3fend
D3-SCA,System Call Analysis,,Analyzing system calls to determine whether a process is exhibiting unauthorized behavior.,SystemCall,,https://d3fend.mitre.org/technique/d3f:SystemCallAnalysis/,d3fend
D3-SCF,System Call Filtering,,Controlling access to local computer system resources with kernel-level capabilities.,,,https://d3fend.mitre.org/technique/d3f:SystemCallFiltering/,d3fend
D3-SCH,Source Code Hardening,,Hardening source code with the intention of making it more difficult to exploit and less error prone.,Harden,,https://d3fend.mitre.org/technique/d3f:SourceCodeHardening/,d3fend
D3-SCP,System Configuration Permissions,,Restricting system configuration modifications to a specific user or group of users.,,,https://d3fend.mitre.org/technique/d3f:SystemConfigurationPermissions/,d3fend
D3-SDA,Session Duration Analysis,,Analyzing the duration of user sessions in order to detect unauthorized  activity.,Authentication|Authorization,,https://d3fend.mitre.org/technique/d3f:SessionDurationAnalysis/,d3fend
D3-SDM,System Daemon Monitoring,,Tracking changes to the state or configuration of critical system level processes.,,,https://d3fend.mitre.org/technique/d3f:SystemDaemonMonitoring/,d3fend
D3-SEA,Script Execution Analysis,,Analyzing the execution of a script to detect unauthorized user activity.,ScriptApplicationProcess,,https://d3fend.mitre.org/technique/d3f:ScriptExecutionAnalysis/,d3fend
D3-SFA,System File Analysis,,"Monitoring system files such as authentication databases, configuration files, system logs, and system executables for modification or tampering.",OperatingSystemFile,,https://d3fend.mitre.org/technique/d3f:SystemFileAnalysis/,d3fend
D3-SFCV,Stack Frame Canary Validation,,Comparing a value stored in a stack frame with a known good value in order to prevent or detect a memory segment overwrite.,,,https://d3fend.mitre.org/technique/d3f:StackFrameCanaryValidation/,d3fend
D3-SFV,System Firmware Verification,,Cryptographically verifying installed system firmware integrity.,,,https://d3fend.mitre.org/technique/d3f:SystemFirmwareVerification/,d3fend
D3-SHN,Standalone Honeynet,,An environment created for the purpose of attracting attackers and eliciting their behaviors that is not connected to any production enterprise systems.,,,https://d3fend.mitre.org/technique/d3f:StandaloneHoneynet/,d3fend
D3-SICA,System Init Config Analysis,,Analysis of any system process startup configuration.,SystemInitConfiguration,,https://d3fend.mitre.org/technique/d3f:SystemInitConfigAnalysis/,d3fend
D3-SJA,Scheduled Job Analysis,,"Analysis of source files, processes, destination files, or destination servers associated with a scheduled job to detect unauthorized use of job scheduling.",JobSchedule,,https://d3fend.mitre.org/technique/d3f:ScheduledJobAnalysis/,d3fend
D3-SMRA,Sender MTA Reputation Analysis,,Characterizing the reputation of mail transfer agents (MTA) to determine the security risk in emails.,Email,,https://d3fend.mitre.org/technique/d3f:SenderMTAReputationAnalysis/,d3fend
D3-SPP,Strong Password Policy,,Modifying system configuration to increase password strength.,,,https://d3fend.mitre.org/technique/d3f:StrongPasswordPolicy/,d3fend
D3-SRA,Sender Reputation Analysis,,Ascertaining sender reputation based on information associated with a message (e.g. email/instant messaging).,Email,,https://d3fend.mitre.org/technique/d3f:SenderReputationAnalysis/,d3fend
D3-SSC,Shadow Stack Comparisons,,Comparing a call stack in system memory with a shadow call stack maintained by the processor to determine unauthorized shellcode activity.,StackFrame,,https://d3fend.mitre.org/technique/d3f:ShadowStackComparisons/,d3fend
D3-ST,Session Termination,,Forcefully end all active sessions associated with compromised accounts or devices.,,,https://d3fend.mitre.org/technique/d3f:SessionTermination/,d3fend
D3-SU,Software Update,,Replacing old software on a computer system component.,,,https://d3fend.mitre.org/technique/d3f:SoftwareUpdate/,d3fend
D3-SVCDM,Service Dependency Mapping,,Service dependency mapping determines the services on which each given service relies.,,,https://d3fend.mitre.org/technique/d3f:ServiceDependencyMapping/,d3fend
D3-SWI,Software Inventory,,Software inventorying identifies and records the software items in the organization's architecture.,,,https://d3fend.mitre.org/technique/d3f:SoftwareInventory/,d3fend
D3-SYSDM,System Dependency Mapping,,System dependency mapping identifies and models the dependencies of system components on each other to carry out their function.,,,https://d3fend.mitre.org/technique/d3f:SystemDependencyMapping/,d3fend
D3-SYSM,System Mapping,,"System mapping encompasses the techniques to identify the organization's systems, how they are configured and decomposed into subsystems and components, how they are dependent on one another, and where they are physically located.",Model,,https://d3fend.mitre.org/technique/d3f:SystemMapping/,d3fend
D3-SYSVA,System Vulnerability Assessment,,"System vulnerability assessment relates all the vulnerabilities of a system's components in the context of their configuration and internal dependencies and can also include assessing risk emerging from the system's design as a whole, not just the sum of individual component vulnerabilities.",,,https://d3fend.mitre.org/technique/d3f:SystemVulnerabilityAssessment/,d3fend
D3-TAAN,Transfer Agent Authentication,,Validating that server components of a messaging infrastructure are authorized to send a particular message.,,,https://d3fend.mitre.org/technique/d3f:TransferAgentAuthentication/,d3fend
D3-TB,Token Binding,,"Token binding is a security mechanism used to enhance the protection of tokens, such as cookies or OAuth tokens, by binding them to a specific connection.",,,https://d3fend.mitre.org/technique/d3f:TokenBinding/,d3fend
D3-TBA,Token-based Authentication,,"Token-based authentication is an authentication protocol where users verify their identity in exchange for a unique access token. Users can then access the website, application, or resource for the life of the token without having to re-enter their credentials.",,,https://d3fend.mitre.org/technique/d3f:Token-basedAuthentication/,d3fend
D3-TBI,TPM Boot Integrity,,Assuring the integrity of a platform by demonstrating that the boot process starts from a trusted combination of hardware and software and continues until the operating system has fully booted and applications are running.  Sometimes called Static Root of Trust Measurement (STRM).,,,https://d3fend.mitre.org/technique/d3f:TPMBootIntegrity/,d3fend
D3-TL,Trusted Library,,"A trusted library is a collection of pre-verified and secure code modules or components that are used within software applications to perform specific functions. These libraries are considered reliable and have been vetted for security vulnerabilities, ensuring they do not introduce risks into the application.",,,https://d3fend.mitre.org/technique/d3f:TrustedLibrary/,d3fend
D3-UA,URL Analysis,,Determining if a URL is benign or malicious by analyzing the URL or its components.,URL,,https://d3fend.mitre.org/technique/d3f:URLAnalysis/,d3fend
D3-UAP,User Account Permissions,,Restricting a user account's access to resources.,,,https://d3fend.mitre.org/technique/d3f:UserAccountPermissions/,d3fend
D3-UBA,User Behavior Analysis,,"User behavior analytics (""UBA"") as defined by Gartner, is a cybersecurity process about detection of insider threats, targeted attacks, and financial fraud. UBA solutions look at patterns of human behavior, and then apply algorithms and statistical analysis to detect meaningful anomalies from those patterns-anomalies that indicate potential threats.' Instead of tracking devices or security events, UBA tracks a system's users. Big data platforms are increasing UBA functionality by allowing them to analyze petabytes worth of data to detect insider threats and advanced persistent threats.",Detect,,https://d3fend.mitre.org/technique/d3f:UserBehaviorAnalysis/,d3fend
D3-UDTA,User Data Transfer Analysis,,Analyzing the amount of data transferred by a user.,ResourceAccess,,https://d3fend.mitre.org/technique/d3f:UserDataTransferAnalysis/,d3fend
D3-UGLPA,User Geolocation Logon Pattern Analysis,,Monitoring geolocation data of user logon attempts and comparing it to a baseline user behavior profile to identify anomalies in logon location.,NetworkTraffic,,https://d3fend.mitre.org/technique/d3f:UserGeolocationLogonPatternAnalysis/,d3fend
D3-ULA,Unlock Account,,Restoring a user account's access to resources by unlocking a locked User Account.,,,https://d3fend.mitre.org/technique/d3f:UnlockAccount/,d3fend
D3-URA,URL Reputation Analysis,,Analyzing the reputation of a URL.,URL,,https://d3fend.mitre.org/technique/d3f:URLReputationAnalysis/,d3fend
D3-USICA,User Session Init Config Analysis,,Analyzing modifications to user session config files such as .bashrc or .bash_profile.,UserInitConfigurationFile,,https://d3fend.mitre.org/technique/d3f:UserSessionInitConfigAnalysis/,d3fend
D3-VI,Variable Initialization,,Setting variables to a known value before use.,,,https://d3fend.mitre.org/technique/d3f:VariableInitialization/,d3fend
D3-VS,Video Surveillance,,"Monitoring of physical areas via camera video feeds to deter, detect, and investigate unauthorized access and related security events.",,,https://d3fend.mitre.org/technique/d3f:VideoSurveillance/,d3fend
D3-VTV,Variable Type Validation,,Ensuring that a variable has the correct type.,,,https://d3fend.mitre.org/technique/d3f:VariableTypeValidation/,d3fend
D3-WSAA,Web Session Activity Analysis,,Monitoring changes in user web session behavior by comparing current web session activity to a baseline behavior profile or a catalog of predetermined malicious behavior.,WebResourceAccess,,https://d3fend.mitre.org/technique/d3f:WebSessionActivityAnalysis/,d3fend
D3-WSAM,Web Session Access Mediation,,"Web session access mediation secures user sessions in web applications by employing robust authentication and integrity validation, along with adaptive threat mitigation techniques, to ensure that access to web resources is authorized and protected from session-related attacks.",,,https://d3fend.mitre.org/technique/d3f:WebSessionAccessMediation/,d3fend
